dataset,line,run_id,status,attempt,ts,attempts,duration_s
Clone2,157,resnet50_fp64_slow_BS1,running,1.0,1783555840.3750796,,
Clone2,158,resnet50_fp64_slow_BS1,done,,1783606372.9925947,1.0,50532.302
Clone2,159,resnet50_fp64_fast_BS32,running,1.0,1783606372.9932358,,
Clone2,160,resnet50_fp64_fast_BS32,done,,1783651913.9705646,1.0,45540.689
Clone2,161,mobilenet_v2_fp32_slow_BS8,running,1.0,1783651913.9770954,,
Clone2,162,mobilenet_v2_fp32_slow_BS8,done,,1783653418.4580007,1.0,1504.471
Clone2,163,mobilenet_v2_fp32_slow_BS4,running,1.0,1783653418.4585228,,
Clone2,164,mobilenet_v2_fp32_slow_BS4,done,,1783655010.7410917,1.0,1592.272
Clone2,165,resnet50_fp32_medium_BS128,running,1.0,1783655010.7416892,,
Clone2,166,resnet50_fp32_medium_BS128,done,,1783656400.2630105,1.0,1389.511
Clone2,167,resnet50_fp64_medium_BS1,running,1.0,1783656400.263906,,
Clone2,168,resnet50_fp64_medium_BS1,done,,1783682562.7427518,1.0,26162.359
Clone2,169,resnet50_fp32_fast_BS32,running,1.0,1783682562.7437468,,
Clone2,170,resnet50_fp32_fast_BS32,done,,1783683867.2502067,1.0,1304.499
Clone2,171,resnet50_fp32_slow_BS32,running,1.0,1783683867.2510452,,
Clone2,172,resnet50_fp32_slow_BS32,done,,1783686012.6709056,1.0,2145.405
Clone2,173,resnet50_fp64_medium_BS4,running,1.0,1783686012.6723604,,
Clone2,174,resnet50_fp64_medium_BS4,done,,1783709630.883668,1.0,23618.122
Clone2,175,mobilenet_v2_fp32_fast_BS4,running,1.0,1783709630.884069,,
Clone2,176,mobilenet_v2_fp32_fast_BS4,done,,1783710612.2979727,1.0,981.407
Clone2,177,mobilenet_v2_fp32_medium_BS64,running,1.0,1783710612.2990124,,
Clone2,178,mobilenet_v2_fp32_medium_BS64,done,,1783711562.210909,1.0,949.905
Clone2,179,resnet50_fp32_slow_BS16,running,1.0,1783711562.216688,,
Clone2,180,resnet50_fp32_slow_BS16,done,,1783713757.4665859,1.0,2195.235
Clone2,181,resnet50_fp32_medium_BS32,running,1.0,1783713757.4671655,,
Clone2,182,resnet50_fp32_medium_BS32,done,,1783715091.0115159,1.0,1333.537
Clone2,183,resnet50_fp16_fast_BS4,running,1.0,1783715091.0123565,,
Clone2,184,resnet50_fp16_fast_BS4,done,,1783716156.8275082,1.0,1065.81
Clone2,185,mobilenet_v2_fp16_slow_BS4,running,1.0,1783716156.8285599,,
Clone2,186,mobilenet_v2_fp16_slow_BS4,done,,1783717757.4706707,1.0,1600.631
Clone2,187,mobilenet_v2_fp16_medium_BS8,running,1.0,1783717757.4711514,,
Clone2,188,mobilenet_v2_fp16_medium_BS8,done,,1783718697.4581146,1.0,939.982
Clone2,189,mobilenet_v2_fp16_fast_BS8,running,1.0,1783718697.4584846,,
Clone2,190,mobilenet_v2_fp16_fast_BS8,done,,1783719524.4777818,1.0,827.015
Clone2,191,mobilenet_v2_fp32_fast_BS1,running,1.0,1783719524.4781003,,
Clone2,192,mobilenet_v2_fp32_fast_BS1,done,,1783721475.9788651,1.0,1951.492
Clone2,193,mobilenet_v2_fp64_medium_BS8,running,1.0,1783721475.9793208,,
Clone2,194,mobilenet_v2_fp64_medium_BS8,done,,1783724664.7175813,1.0,3188.72
Clone2,195,resnet50_fp64_medium_BS8,running,1.0,1783724664.7230358,,
Clone2,196,resnet50_fp64_medium_BS8,done,,1783747597.9811482,1.0,22933.166
Clone2,197,resnet50_fp16_medium_BS128,running,1.0,1783747597.9819803,,
Clone2,198,resnet50_fp16_medium_BS128,done,,1783748587.6271756,1.0,989.634
Clone2,199,mobilenet_v2_fp32_slow_BS1,running,1.0,1783748587.632923,,
Clone2,200,mobilenet_v2_fp32_slow_BS1,done,,1783751640.6434915,1.0,3052.991
Clone2,201,mobilenet_v2_fp32_medium_BS1,running,1.0,1783751640.6442034,,
Clone2,202,mobilenet_v2_fp32_medium_BS1,done,,1783753705.500379,1.0,2064.848
Clone2,203,mobilenet_v2_fp32_slow_BS128,running,1.0,1783753705.5008085,,
Clone2,204,mobilenet_v2_fp32_slow_BS128,done,,1783755140.622192,1.0,1435.111
Clone2,205,mobilenet_v2_fp16_slow_BS16,running,1.0,1783755140.6230571,,
Clone2,206,mobilenet_v2_fp16_slow_BS16,done,,1783756402.7012513,1.0,1262.069
Clone2,207,mobilenet_v2_fp64_medium_BS64,running,1.0,1783756402.7018535,,
Clone2,208,mobilenet_v2_fp64_medium_BS64,done,,1783759548.5886128,1.0,3145.874
Clone2,209,resnet50_fp16_medium_BS32,running,1.0,1783759548.5892718,,
Clone2,210,resnet50_fp16_medium_BS32,done,,1783760547.0629041,1.0,998.469
Clone2,211,mobilenet_v2_fp32_fast_BS16,running,1.0,1783760547.0633242,,
Clone2,212,mobilenet_v2_fp32_fast_BS16,done,,1783761448.4054992,1.0,901.338
Clone2,213,mobilenet_v2_fp16_fast_BS16,running,1.0,1783761448.4074652,,
Clone2,214,mobilenet_v2_fp16_fast_BS16,done,,1783762244.1704988,1.0,795.754
Clone2,215,resnet50_fp16_medium_BS16,running,1.0,1783762244.1710732,,
Clone2,216,resnet50_fp16_medium_BS16,done,,1783763284.670733,1.0,1040.495
Clone2,217,mobilenet_v2_fp64_slow_BS16,running,1.0,1783763284.671551,,
Clone2,218,mobilenet_v2_fp64_slow_BS16,done,,1783768913.3257232,1.0,5628.618
Clone2,219,resnet50_fp32_fast_BS4,running,1.0,1783768913.3267705,,
Clone2,220,resnet50_fp32_fast_BS4,done,,1783771516.7506971,1.0,2603.407
Clone2,221,resnet50_fp16_medium_BS1,running,1.0,1783771516.7515566,,
Clone2,222,resnet50_fp16_medium_BS1,done,,1783774117.130648,1.0,2600.361
Clone2,223,mobilenet_v2_fp64_medium_BS1,running,1.0,1783774117.1315076,,
Clone2,224,mobilenet_v2_fp64_medium_BS1,done,,1783777237.9463499,1.0,3120.795
Clone2,225,mobilenet_v2_fp16_slow_BS64,running,1.0,1783777237.9472904,,
Clone2,226,mobilenet_v2_fp16_slow_BS64,done,,1783778468.8790786,1.0,1230.922
Clone2,227,mobilenet_v2_fp16_medium_BS16,running,1.0,1783778468.8799932,,
Clone2,228,mobilenet_v2_fp16_medium_BS16,done,,1783779389.1531549,1.0,920.266
Clone2,229,mobilenet_v2_fp32_medium_BS32,running,1.0,1783779389.1535907,,
Clone2,230,mobilenet_v2_fp32_medium_BS32,done,,1783780414.01062,1.0,1024.846
Clone2,231,mobilenet_v2_fp32_fast_BS64,running,1.0,1783780414.013273,,
Clone2,232,mobilenet_v2_fp32_fast_BS64,done,,1783781331.7119522,1.0,917.694
Clone2,233,mobilenet_v2_fp16_medium_BS32,running,1.0,1783781331.712602,,
Clone2,234,mobilenet_v2_fp16_medium_BS32,done,,1783782178.2727456,1.0,846.556
Clone2,235,mobilenet_v2_fp64_slow_BS32,running,1.0,1783782178.2732441,,
Clone2,236,mobilenet_v2_fp64_slow_BS32,done,,1783787571.046466,1.0,5392.737
Clone2,237,mobilenet_v2_fp16_medium_BS64,running,1.0,1783787571.0474176,,
Clone2,238,mobilenet_v2_fp16_medium_BS64,done,,1783788382.0146754,1.0,810.963
Clone2,239,resnet50_fp32_medium_BS4,running,1.0,1783788382.0150635,,
Clone2,240,resnet50_fp32_medium_BS4,done,,1783789966.6139982,1.0,1584.591
Clone2,241,resnet50_fp64_slow_BS16,running,1.0,1783789966.6148238,,
Clone2,242,resnet50_fp64_slow_BS16,done,,1783832475.939499,1.0,42509.046
Clone2,243,resnet50_fp64_medium_BS128,running,1.0,1783832475.9416459,,
Clone2,244,resnet50_fp64_medium_BS128,done,,1783857477.6414003,1.0,25001.553
Clone2,245,resnet50_fp16_slow_BS32,running,1.0,1783857477.6640944,,
Clone2,246,resnet50_fp16_slow_BS32,done,,1783858964.7227314,1.0,1487.048
Clone2,247,mobilenet_v2_fp64_medium_BS32,running,1.0,1783858964.7234635,,
Clone2,248,mobilenet_v2_fp64_medium_BS32,done,,1783861851.9635296,1.0,2887.227
Clone2,249,resnet50_fp16_fast_BS128,running,1.0,1783861851.964309,,
Clone2,250,resnet50_fp16_fast_BS128,done,,1783862813.7605758,1.0,961.791
Clone2,251,resnet50_fp64_medium_BS64,running,1.0,1783862813.7613068,,
Clone2,252,resnet50_fp64_medium_BS64,done,,1783886725.6187077,1.0,23911.753
Clone3,1,mobilenet_v2_fp32_medium_BS64,running,1.0,1782896943.8010406,,
Clone3,2,mobilenet_v2_fp32_medium_BS64,done,,1782897956.652438,1.0,1012.839
Clone3,3,resnet50_fp16_fast_BS1,running,1.0,1782897956.6533496,,
Clone3,4,resnet50_fp16_fast_BS1,done,,1782900302.032012,1.0,2345.369
Clone3,5,resnet50_fp32_slow_BS64,running,1.0,1782900302.0326698,,
Clone3,6,resnet50_fp32_slow_BS64,done,,1782902437.9503863,1.0,2135.903
Clone3,7,resnet50_fp32_fast_BS16,running,1.0,1782902437.9512,,
Clone3,8,resnet50_fp32_fast_BS16,done,,1782904613.355336,1.0,2175.39
Clone3,9,resnet50_fp64_slow_BS32,running,1.0,1782904613.3561058,,
Clone3,10,resnet50_fp64_slow_BS32,done,,1782950167.2532153,1.0,45553.61
Clone3,11,mobilenet_v2_fp16_medium_BS8,running,1.0,1782950167.2543075,,
Clone3,12,mobilenet_v2_fp16_medium_BS8,done,,1782951154.6109977,1.0,987.35
Clone3,13,resnet50_fp32_medium_BS16,running,1.0,1782951154.6115482,,
Clone3,14,resnet50_fp32_medium_BS16,done,,1782952672.799382,1.0,1518.175
Clone3,15,resnet50_fp16_fast_BS4,running,1.0,1782952672.8011792,,
Clone3,16,resnet50_fp16_fast_BS4,done,,1782953753.9059665,1.0,1081.098
Clone3,17,mobilenet_v2_fp64_medium_BS16,running,1.0,1782953753.9066644,,
Clone3,18,mobilenet_v2_fp64_medium_BS16,done,,1782956758.3501668,1.0,3004.43
Clone3,19,resnet50_fp16_slow_BS16,running,1.0,1782956758.35102,,
Clone3,20,resnet50_fp16_slow_BS16,done,,1782958288.1926868,1.0,1529.832
Clone3,21,resnet50_fp16_slow_BS128,running,1.0,1782958288.1931944,,
Clone3,22,resnet50_fp16_slow_BS128,done,,1782959772.0660439,1.0,1483.862
Clone3,23,mobilenet_v2_fp32_slow_BS32,running,1.0,1782959772.067095,,
Clone3,24,mobilenet_v2_fp32_slow_BS32,done,,1782961187.5834093,1.0,1415.507
Clone3,25,resnet50_fp16_medium_BS8,running,1.0,1782961187.583864,,
Clone3,26,resnet50_fp16_medium_BS8,done,,1782962329.7980683,1.0,1142.208
Clone3,27,mobilenet_v2_fp16_medium_BS4,running,1.0,1782962329.7990313,,
Clone3,28,mobilenet_v2_fp16_medium_BS4,done,,1782963412.2529137,1.0,1082.422
Clone3,29,resnet50_fp32_fast_BS128,running,1.0,1782963412.2544491,,
Clone3,30,resnet50_fp32_fast_BS128,done,,1782964762.241981,1.0,1349.972
Clone3,31,mobilenet_v2_fp64_medium_BS1,running,1.0,1782964762.242996,,
Clone3,32,mobilenet_v2_fp64_medium_BS1,done,,1782967767.5025222,1.0,3005.248
Clone3,33,mobilenet_v2_fp32_fast_BS128,running,1.0,1782967767.50288,,
Clone3,34,mobilenet_v2_fp32_fast_BS128,done,,1782968696.750792,1.0,929.239
Clone3,35,mobilenet_v2_fp32_medium_BS8,running,1.0,1782968696.754689,,
Clone3,36,mobilenet_v2_fp32_medium_BS8,done,,1782969769.8728857,1.0,1073.113
Clone3,37,mobilenet_v2_fp16_slow_BS64,running,1.0,1782969769.8733392,,
Clone3,38,mobilenet_v2_fp16_slow_BS64,done,,1782970994.2411358,1.0,1224.359
Clone3,39,mobilenet_v2_fp64_slow_BS4,running,1.0,1782970994.2420805,,
Clone3,40,mobilenet_v2_fp64_slow_BS4,done,,1782977133.1855714,1.0,6138.905
Clone3,41,mobilenet_v2_fp16_fast_BS32,running,1.0,1782977133.1861012,,
Clone3,42,mobilenet_v2_fp16_fast_BS32,done,,1782978337.7214613,1.0,1204.47
Clone3,43,mobilenet_v2_fp16_slow_BS4,running,1.0,1782978337.7453923,,
Clone3,44,mobilenet_v2_fp16_slow_BS4,done,,1782979928.6541069,1.0,1590.895
Clone3,45,mobilenet_v2_fp16_slow_BS128,running,1.0,1782979928.654781,,
Clone3,46,mobilenet_v2_fp16_slow_BS128,done,,1782981162.4775605,1.0,1233.814
Clone3,47,mobilenet_v2_fp16_fast_BS8,running,1.0,1782981162.4785004,,
Clone3,48,mobilenet_v2_fp16_fast_BS8,done,,1782982431.7984376,1.0,1269.311
Clone3,49,resnet50_fp16_slow_BS4,running,1.0,1782982431.7988806,,
Clone3,50,resnet50_fp16_slow_BS4,done,,1782984224.2483342,1.0,1792.437
Clone3,51,resnet50_fp16_slow_BS1,running,1.0,1782984224.2492647,,
Clone3,52,resnet50_fp16_slow_BS1,done,,1782987765.7433803,1.0,3541.468
Clone3,53,mobilenet_v2_fp32_fast_BS1,running,1.0,1782987765.7446368,,
Clone3,54,mobilenet_v2_fp32_fast_BS1,done,,1782990780.095628,1.0,3014.33
Clone3,55,mobilenet_v2_fp16_fast_BS16,running,1.0,1782990780.0966446,,
Clone3,56,mobilenet_v2_fp16_fast_BS16,done,,1782991989.5878906,1.0,1209.474
Clone3,57,resnet50_fp64_medium_BS8,running,1.0,1782991989.5902636,,
Clone3,58,resnet50_fp64_medium_BS8,done,,1783015088.031759,1.0,23098.321
Clone3,59,resnet50_fp16_fast_BS32,running,1.0,1783015088.0328002,,
Clone3,60,resnet50_fp16_fast_BS32,done,,1783016035.5558705,1.0,947.513
Clone3,61,mobilenet_v2_fp16_fast_BS4,running,1.0,1783016035.5570335,,
Clone3,62,mobilenet_v2_fp16_fast_BS4,done,,1783017088.7986965,1.0,1053.237
Clone3,63,resnet50_fp64_fast_BS4,running,1.0,1783017088.7990108,,
Clone3,64,resnet50_fp64_fast_BS4,done,,1783040643.3220868,1.0,23554.426
Clone3,65,resnet50_fp16_medium_BS1,running,1.0,1783040643.323077,,
Clone3,66,resnet50_fp16_medium_BS1,done,,1783043135.220632,1.0,2491.887
Clone3,67,mobilenet_v2_fp64_fast_BS128,running,1.0,1783043135.2215269,,
Clone3,68,mobilenet_v2_fp64_fast_BS128,done,,1783046501.7409859,1.0,3366.462
Clone3,69,mobilenet_v2_fp16_medium_BS1,running,1.0,1783046501.7580147,,
Clone3,70,mobilenet_v2_fp16_medium_BS1,done,,1783048794.9445233,1.0,2293.176
Clone3,71,resnet50_fp64_fast_BS32,running,1.0,1783048794.94544,,
Clone3,72,resnet50_fp64_fast_BS32,done,,1783071897.991314,1.0,23102.95
Clone3,73,resnet50_fp64_fast_BS64,running,1.0,1783071897.9922628,,
Clone3,74,resnet50_fp64_fast_BS64,done,,1783095734.9834049,1.0,23836.891
Clone3,75,resnet50_fp64_slow_BS128,running,1.0,1783095734.9884584,,
Clone3,76,resnet50_fp64_slow_BS128,done,,1783143177.6782753,1.0,47442.379
Clone3,77,mobilenet_v2_fp64_fast_BS8,running,1.0,1783143177.6835365,,
Clone3,78,mobilenet_v2_fp64_fast_BS8,done,,1783149155.94941,1.0,5978.228
Clone3,79,resnet50_fp64_medium_BS32,running,1.0,1783149155.9516687,,
Clone3,80,resnet50_fp64_medium_BS32,done,,1783172353.1796172,1.0,23197.112
Clone3,81,resnet50_fp64_fast_BS8,running,1.0,1783172353.1806054,,
Clone3,82,resnet50_fp64_fast_BS8,done,,1783195234.8765345,1.0,22881.61
Clone3,83,resnet50_fp32_fast_BS4,running,1.0,1783195234.8774605,,
Clone3,84,resnet50_fp32_fast_BS4,done,,1783196761.0495222,1.0,1526.165
Clone3,85,mobilenet_v2_fp32_medium_BS4,running,1.0,1783196761.051461,,
Clone3,86,mobilenet_v2_fp32_medium_BS4,done,,1783197973.411765,1.0,1212.349
Clone3,87,resnet50_fp32_slow_BS128,running,1.0,1783197973.4212484,,
Clone3,88,resnet50_fp32_slow_BS128,done,,1783200180.0662606,1.0,2206.629
Clone3,89,mobilenet_v2_fp32_slow_BS8,running,1.0,1783200180.0671563,,
Clone3,90,mobilenet_v2_fp32_slow_BS8,done,,1783201682.4163013,1.0,1502.339
Clone3,91,resnet50_fp32_medium_BS4,running,1.0,1783201682.417161,,
Clone3,92,resnet50_fp32_medium_BS4,done,,1783203271.6133478,1.0,1589.187
Clone3,93,resnet50_fp32_slow_BS4,running,1.0,1783203271.61383,,
Clone3,94,resnet50_fp32_slow_BS4,done,,1783205867.3588812,1.0,2595.727
Clone3,95,resnet50_fp32_slow_BS1,running,1.0,1783205867.3599792,,
Clone3,96,resnet50_fp32_slow_BS1,done,,1783209167.2024148,1.0,3299.822
Clone3,97,mobilenet_v2_fp32_slow_BS128,running,1.0,1783209167.202902,,
Clone3,98,mobilenet_v2_fp32_slow_BS128,done,,1783210603.928895,1.0,1436.715
Clone3,99,mobilenet_v2_fp32_slow_BS1,running,1.0,1783210603.930042,,
Clone3,100,mobilenet_v2_fp32_slow_BS1,done,,1783213629.0250363,1.0,3025.073
Clone3,101,mobilenet_v2_fp16_fast_BS64,running,1.0,1783213629.026021,,
Clone3,102,mobilenet_v2_fp16_fast_BS64,done,,1783214851.6863232,1.0,1222.621
Clone3,103,resnet50_fp32_medium_BS64,running,1.0,1783214851.7148154,,
Clone3,104,resnet50_fp32_medium_BS64,done,,1783216242.2890282,1.0,1390.563
Clone3,105,mobilenet_v2_fp64_medium_BS32,running,1.0,1783216242.2899296,,
Clone3,106,mobilenet_v2_fp64_medium_BS32,done,,1783219214.4533296,1.0,2972.143
Clone3,107,mobilenet_v2_fp16_medium_BS32,running,1.0,1783219214.4544034,,
Clone3,108,mobilenet_v2_fp16_medium_BS32,done,,1783220114.1009667,1.0,899.64
Clone3,109,mobilenet_v2_fp32_fast_BS64,running,1.0,1783220114.101534,,
Clone3,110,mobilenet_v2_fp32_fast_BS64,done,,1783221035.2612813,1.0,921.15
Clone3,111,resnet50_fp16_medium_BS128,running,1.0,1783221035.2661383,,
Clone3,112,resnet50_fp16_medium_BS128,done,,1783222020.5364156,1.0,985.264
Clone3,113,resnet50_fp64_medium_BS1,running,1.0,1783222020.5370777,,
Clone3,114,resnet50_fp64_medium_BS1,done,,1783247804.141748,1.0,25783.499
Clone3,115,resnet50_fp16_fast_BS16,running,1.0,1783247804.1427376,,
Clone3,116,resnet50_fp16_fast_BS16,done,,1783248768.1285207,1.0,963.978
Clone3,117,mobilenet_v2_fp64_slow_BS8,running,1.0,1783248768.1318681,,
Clone3,118,mobilenet_v2_fp64_slow_BS8,done,,1783254744.4112513,1.0,5976.224
Clone3,119,mobilenet_v2_fp64_slow_BS1,running,1.0,1783254744.4123943,,
Clone3,120,mobilenet_v2_fp64_slow_BS1,done,,1783260381.7598863,1.0,5637.311
Clone3,121,mobilenet_v2_fp32_fast_BS16,running,1.0,1783260381.7609081,,
Clone3,122,mobilenet_v2_fp32_fast_BS16,done,,1783261796.5657904,1.0,1414.794
Clone3,123,mobilenet_v2_fp32_slow_BS16,running,1.0,1783261796.5670404,,
Clone3,124,mobilenet_v2_fp32_slow_BS16,done,,1783263244.0354183,1.0,1447.459
Clone3,125,mobilenet_v2_fp32_medium_BS128,running,1.0,1783263244.0359814,,
Clone3,126,mobilenet_v2_fp32_medium_BS128,done,,1783264223.3714747,1.0,979.327
Clone3,127,resnet50_fp32_slow_BS32,running,1.0,1783264223.3722875,,
Clone3,128,resnet50_fp32_slow_BS32,done,,1783266353.744631,1.0,2130.357
Clone3,129,resnet50_fp32_medium_BS8,running,1.0,1783266353.7459414,,
Clone3,130,resnet50_fp32_medium_BS8,done,,1783268012.0673513,1.0,1658.313
Clone3,131,mobilenet_v2_fp16_slow_BS1,running,1.0,1783268012.0678928,,
Clone3,132,mobilenet_v2_fp16_slow_BS1,done,,1783271400.7820053,1.0,3388.691
Clone3,133,mobilenet_v2_fp64_slow_BS16,running,1.0,1783271400.782835,,
Clone3,134,mobilenet_v2_fp64_slow_BS16,done,,1783277014.8824117,1.0,5614.063
Clone3,135,mobilenet_v2_fp16_medium_BS128,running,1.0,1783277014.8876448,,
Clone3,136,mobilenet_v2_fp16_medium_BS128,done,,1783277870.692496,1.0,855.797
Clone3,137,resnet50_fp16_slow_BS8,running,1.0,1783277870.6933596,,
Clone3,138,resnet50_fp16_slow_BS8,done,,1783279511.018927,1.0,1640.315
Clone3,139,mobilenet_v2_fp64_slow_BS64,running,1.0,1783279511.019546,,
Clone3,140,mobilenet_v2_fp64_slow_BS64,done,,1783285357.2882268,1.0,5846.152
Clone3,141,resnet50_fp16_medium_BS64,running,1.0,1783285357.3798509,,
Clone3,142,resnet50_fp16_medium_BS64,done,,1783286393.6500642,1.0,1036.261
Clone3,143,resnet50_fp64_slow_BS16,running,1.0,1783286393.651172,,
Clone3,144,resnet50_fp64_slow_BS16,done,,1783328916.711768,1.0,42522.789
Clone3,145,mobilenet_v2_fp64_fast_BS64,running,1.0,1783328916.7128882,,
Clone3,146,mobilenet_v2_fp64_fast_BS64,done,,1783334757.1127877,1.0,5840.355
Clone3,147,mobilenet_v2_fp32_slow_BS4,running,1.0,1783334757.11771,,
Clone3,148,mobilenet_v2_fp32_slow_BS4,done,,1783336373.783686,1.0,1616.655
Clone3,149,resnet50_fp64_fast_BS1,running,1.0,1783336373.784392,,
Clone3,150,resnet50_fp64_fast_BS1,done,,1783386956.5477505,1.0,50582.442
Clone3,151,resnet50_fp16_medium_BS16,running,1.0,1783386956.5490565,,
Clone3,152,resnet50_fp16_medium_BS16,done,,1783388110.9443855,1.0,1154.384
Clone3,153,mobilenet_v2_fp16_slow_BS32,running,1.0,1783388110.9454126,,
Clone3,154,mobilenet_v2_fp16_slow_BS32,done,,1783389339.4942284,1.0,1228.538
Clone3,155,resnet50_fp32_medium_BS32,running,1.0,1783389339.4951947,,
Clone3,156,resnet50_fp32_medium_BS32,done,,1783390748.0842066,1.0,1408.581
Clone3,157,mobilenet_v2_fp64_slow_BS32,running,1.0,1783390748.0851672,,
Clone3,158,mobilenet_v2_fp64_slow_BS32,done,,1783396122.5224497,1.0,5374.402
Clone3,159,resnet50_fp16_medium_BS32,running,1.0,1783396122.5234063,,
Clone3,160,resnet50_fp16_medium_BS32,done,,1783397192.4750814,1.0,1069.945
Clone3,161,resnet50_fp16_slow_BS32,running,1.0,1783397192.4756856,,
Clone3,162,resnet50_fp16_slow_BS32,done,,1783398670.1999948,1.0,1477.713
Clone3,163,resnet50_fp32_fast_BS1,running,1.0,1783398670.2013953,,
Clone3,164,resnet50_fp32_fast_BS1,done,,1783401875.939638,1.0,3205.717
Clone3,165,mobilenet_v2_fp32_medium_BS16,running,1.0,1783401875.9404938,,
Clone3,166,mobilenet_v2_fp32_medium_BS16,done,,1783402970.6857395,1.0,1094.736
Clone3,167,resnet50_fp32_slow_BS8,running,1.0,1783402970.686877,,
Clone3,168,resnet50_fp32_slow_BS8,done,,1783405277.4219232,1.0,2306.719
Clone3,169,resnet50_fp16_medium_BS4,running,1.0,1783405277.4228804,,
Clone3,170,resnet50_fp16_medium_BS4,done,,1783406584.6413414,1.0,1307.21
Clone3,171,resnet50_fp64_fast_BS128,running,1.0,1783406584.6418388,,
Clone3,172,resnet50_fp64_fast_BS128,done,,1783433515.667522,1.0,26930.903
Clone3,173,resnet50_fp16_fast_BS8,running,1.0,1783433515.6738064,,
Clone3,174,resnet50_fp16_fast_BS8,done,,1783434521.4996343,1.0,1005.821
Clone3,175,mobilenet_v2_fp32_medium_BS1,running,1.0,1783434521.5004814,,
Clone3,176,mobilenet_v2_fp32_medium_BS1,done,,1783436573.8788412,1.0,2052.37
Clone3,177,mobilenet_v2_fp32_medium_BS32,running,1.0,1783436573.8792174,,
Clone3,178,mobilenet_v2_fp32_medium_BS32,done,,1783437527.3643997,1.0,953.48
Clone3,179,mobilenet_v2_fp64_medium_BS128,running,1.0,1783437527.3654346,,
Clone3,180,mobilenet_v2_fp64_medium_BS128,done,,1783440859.40994,1.0,3331.925
Clone3,181,resnet50_fp16_fast_BS128,running,1.0,1783440859.4319336,,
Clone3,182,resnet50_fp16_fast_BS128,done,,1783441831.0039043,1.0,971.566
Clone3,183,mobilenet_v2_fp16_medium_BS64,running,1.0,1783441831.0048034,,
Clone3,184,mobilenet_v2_fp16_medium_BS64,done,,1783442660.0247355,1.0,829.016
Clone3,185,mobilenet_v2_fp64_medium_BS4,running,1.0,1783442660.0250924,,
Clone3,186,mobilenet_v2_fp64_medium_BS4,done,,1783445972.648024,1.0,3312.608
Clone3,187,mobilenet_v2_fp16_fast_BS128,running,1.0,1783445972.648805,,
Clone3,188,mobilenet_v2_fp16_fast_BS128,done,,1783446778.7014458,1.0,806.049
Clone3,189,mobilenet_v2_fp64_fast_BS4,running,1.0,1783446778.7022421,,
Clone3,190,mobilenet_v2_fp64_fast_BS4,done,,1783450086.1173058,1.0,3307.402
Clone3,191,mobilenet_v2_fp32_fast_BS8,running,1.0,1783450086.118135,,
Clone3,192,mobilenet_v2_fp32_fast_BS8,done,,1783451010.5978556,1.0,924.473
Clone3,193,mobilenet_v2_fp16_slow_BS8,running,1.0,1783451010.6029468,,
Clone3,194,mobilenet_v2_fp16_slow_BS8,done,,1783452316.9924433,1.0,1306.38
Clone3,195,mobilenet_v2_fp16_slow_BS16,running,1.0,1783452316.9929326,,
Clone3,196,mobilenet_v2_fp16_slow_BS16,done,,1783453571.7003763,1.0,1254.699
Clone3,197,resnet50_fp64_slow_BS8,running,1.0,1783453571.7011456,,
Clone3,198,resnet50_fp64_slow_BS8,done,,1783498669.4968362,1.0,45097.512
Clone3,199,resnet50_fp64_slow_BS64,running,1.0,1783498669.497385,,
Clone3,200,resnet50_fp64_slow_BS64,done,,1783545642.1296847,1.0,46972.329
Clone3,201,mobilenet_v2_fp32_slow_BS64,running,1.0,1783545642.132024,,
Clone3,202,mobilenet_v2_fp32_slow_BS64,done,,1783547078.7971666,1.0,1436.655
Clone3,203,mobilenet_v2_fp32_fast_BS32,running,1.0,1783547078.7981558,,
Clone3,204,mobilenet_v2_fp32_fast_BS32,done,,1783548480.311152,1.0,1401.502
Clone3,205,mobilenet_v2_fp64_fast_BS16,running,1.0,1783548480.312041,,
Clone3,206,mobilenet_v2_fp64_fast_BS16,done,,1783554100.494554,1.0,5620.147
Clone3,207,resnet50_fp16_fast_BS64,running,1.0,1783554100.495089,,
Clone3,208,resnet50_fp16_fast_BS64,done,,1783555582.4113426,1.0,1481.905
Clone3,209,resnet50_fp64_medium_BS64,running,1.0,1783555582.4122736,,
Clone3,210,resnet50_fp64_medium_BS64,done,,1783579463.35418,1.0,23880.832
Clone3,211,resnet50_fp32_slow_BS16,running,1.0,1783579463.3567693,,
Clone3,212,resnet50_fp32_slow_BS16,done,,1783581675.6524725,1.0,2212.279
Clone3,213,resnet50_fp64_slow_BS1,running,1.0,1783581675.6531124,,
Clone3,214,resnet50_fp64_slow_BS1,done,,1783632271.252033,1.0,50595.285
Clone3,215,resnet50_fp32_fast_BS64,running,1.0,1783632271.253252,,
Clone3,216,resnet50_fp32_fast_BS64,done,,1783634409.4040906,1.0,2138.09
Clone3,217,resnet50_fp64_medium_BS128,running,1.0,1783634409.4064896,,
Clone3,218,resnet50_fp64_medium_BS128,done,,1783659834.7749774,1.0,25425.247
Clone3,219,mobilenet_v2_fp64_slow_BS128,running,1.0,1783659834.7827735,,
Clone3,220,mobilenet_v2_fp64_slow_BS128,done,,1783666062.4169266,1.0,6227.482
Clone3,221,resnet50_fp64_slow_BS4,running,1.0,1783666062.4242065,,
Clone3,222,resnet50_fp64_slow_BS4,done,,1783712509.4492552,1.0,46446.733
Clone3,223,mobilenet_v2_fp16_medium_BS16,running,1.0,1783712509.4506066,,
